(4460, 1349)
(4555, 5070)
(6382, 4935)
(7710, 689)
(3122, 2034)
(6263, 1011)
(2669, 1312)
(3200, 833)
(3269, 3294)
(2860, 2689)
(1076, 2826)
(3825, 1045)
(212, 521)
(4973, 2004)
(2032, 4876)
(513, 2026)
(735, 3844)
(156, 1864)
(2892, 2962)
(6762, 2744)
(4679, 2091)
(3717, 300)
(4833, 1553)
(7948, 3131)
(3011, 839)
(5517, 3885)
(2844, 3587)
(4992, 3604)
(3276, 275)
(6182, 3640)
(4227, 5403)
(7565, 4843)
(4335, 1206)
(922, 1958)
(2472, 4947)
(2837, 920)
(3898, 5027)
(3358, 2138)
(3748, 3855)
(6873, 4058)
(4219, 2618)
(3756, 2009)
(2666, 3671)
(2534, 4718)
(6570, 857)
(7466, 3983)
(2907, 3199)
(6450, 495)
(520, 2132)
(5959, 743)
(6433, 128)
(6670, 1857)
(4958, 292)
(7095, 512)
(1624, 4400)
(2542, 475)
(1369, 1607)
(2041, 4700)
(7460, 4484)
(4405, 3415)
(6120, 1563)
(3598, 3625)
(1063, 4501)
(1666, 5330)
(6296, 2164)
(1769, 3326)
(5016, 580)
(4501, 80)
(5342, 910)
(224, 2936)
(6408, 5253)
(6835, 4451)
(2934, 3207)
(4509, 890)
(2332, 2900)
(7162, 1203)
(6362, 252)
(978, 5289)
(254, 2912)
(663, 3093)
(1294, 3225)
(398, 5411)
(7786, 2928)
(6462, 1101)
(7335, 2779)
(6148, 3114)
(951, 317)
(4205, 2928)
(3583, 4000)
(7398, 1185)
(5007, 1984)
(1748, 2896)
(4939, 1443)
(7852, 246)
(2519, 3923)
(2961, 3044)
(6907, 1334)
(7481, 5277)
(7198, 3008)
(89, 3376)
(3511, 126)
(2004, 4755)
(770, 5249)
(5623, 1095)
(5338, 3516)
(7015, 5276)
(2937, 3075)
(181, 4460)
(4874, 2495)
(1499, 1358)
(3857, 1812)
(3720, 2608)
(3584, 4415)
(940, 717)
(5996, 543)
(4247, 4429)
(3350, 622)
(1927, 958)
(1157, 4520)
(3142, 1212)
(5353, 2298)
(3482, 2548)
(253, 5154)
(573, 3432)
(5424, 3527)
(290, 1625)
(3883, 4319)
(6115, 2205)
(2650, 1339)
(2937, 3875)
(3097, 4010)
(4044, 5225)
(2859, 806)
(7053, 5332)
(4349, 270)
(3694, 310)
(1644, 3483)
(4319, 265)
(300, 3185)
(3825, 1170)
(6542, 1991)
(6959, 2134)
(4682, 123)
(3807, 1628)
(7217, 2040)
(7919, 4326)
(6623, 4052)
(681, 3588)
(681, 1331)
(3147, 5412)
(5290, 1658)
(215, 5076)
(3366, 2153)
(5741, 4246)
(6888, 2406)
(2701, 2921)
(4123, 5007)
(6292, 319)
(6635, 1689)
(4130, 4928)
(4565, 4716)
(234, 5088)
(846, 2393)
(5507, 5111)
(3529, 165)
(6471, 2880)
(4659, 4469)
(906, 1027)
(3438, 2496)
(5499, 3244)
(2230, 5016)
(6306, 952)
(6464, 4063)
(5140, 2937)
(382, 3186)
(776, 1406)
(4673, 1987)
(218, 4272)
(7441, 1045)
(5299, 2721)
(4738, 4850)
(3885, 3593)
(1593, 730)
(2209, 607)
(6079, 3050)
(4091, 2950)
(1252, 3211)
(1899, 1684)
(4673, 3488)
(677, 2115)
(4979, 1462)
(3519, 2741)
(7736, 3765)
(5447, 4037)
(7588, 2644)
(6850, 4148)
(5617, 3983)
(6714, 3378)
(3472, 3935)
(6955, 4977)
(2319, 317)
(3440, 2399)
(1127, 2985)
(1198, 5075)
(3853, 383)
(726, 2875)
(5885, 5040)
(1419, 2353)
(2265, 3627)
(270, 888)
(2495, 165)
(6268, 51)
(6449, 1288)
(771, 2287)
(1346, 1997)
(4733, 756)
(2948, 1132)
(1431, 5144)
(5973, 3034)
(6689, 1126)
(2388, 1340)
(3272, 449)
(1907, 2450)
(5134, 863)
(6242, 980)
(3009, 252)
(177, 1880)
(7371, 4458)
(4291, 832)
(6411, 1943)
(5466, 1012)
(4906, 108)
(6411, 365)
(3740, 2122)
(5938, 209)
(5559, 1581)
(1645, 3021)
(715, 1833)
(2887, 4894)
(7983, 1567)
(7384, 90)
(2549, 3765)
(7401, 3621)
(6503, 4616)
(4377, 214)
(7472, 3358)
(2867, 4424)
(2855, 5332)
(1069, 3733)
(7475, 2761)
(3685, 3358)
(2575, 3511)
(3184, 3339)
(5295, 1333)
(1340, 3678)
(5672, 5135)
(6511, 2687)
(7587, 2055)
(4818, 3619)
(7558, 2017)
(804, 2001)
(7779, 2892)
(4305, 3614)
(683, 3357)
(5193, 4644)
(5335, 1691)
(224, 5346)
(2279, 2970)
(4158, 4180)
(5853, 3049)
(3465, 1295)
(1444, 228)
(5908, 4288)
(5531, 114)
(5953, 4614)
(1721, 5218)
(1107, 4332)
(6332, 2344)
(6681, 4767)
(6628, 1563)
(2337, 609)
(151, 272)
(4524, 3961)
(5003, 3888)
(2708, 5308)
(887, 1352)
(5937, 1099)
(5678, 1259)
(5868, 2588)
(2092, 4052)
(1858, 476)
(6366, 3602)
(4807, 822)
(6781, 482)
(1534, 4822)
(470, 2381)
(1853, 1048)
(3466, 612)
(7305, 5220)
(6644, 5291)
(1334, 810)
(7457, 4466)
(6663, 2573)
(2902, 318)
(1968, 4481)
(5898, 4903)
(4160, 1548)
(5624, 3619)
(6416, 2526)
(2602, 3572)
(4473, 1826)
(6517, 5436)
(7704, 4249)
(132, 489)
(4287, 3879)
(4183, 1415)
(6296, 3691)
(110, 4272)
(5703, 1672)
(6471, 219)
(1016, 1781)
(1387, 3207)
(4520, 3905)
(1694, 3923)
(3407, 4712)
(5371, 1377)
(5185, 3758)
(3815, 1924)
(1029, 3651)
(841, 328)
(7149, 1289)
(3877, 319)
(3498, 1166)
(1396, 624)
(6758, 192)
(326, 297)
(4233, 2503)
(2226, 733)
(7499, 1040)
(1081, 3049)
(4054, 517)
(7733, 900)
(6748, 2114)
(2651, 1038)
(1204, 4505)
(1454, 2784)
(6953, 4351)
(3338, 943)
(4652, 3114)
(4920, 3041)
(7302, 3703)
(2804, 5385)
(3396, 4156)
(4871, 689)
(7145, 4038)
(2716, 1223)
(7845, 5294)
(2227, 4347)
(5154, 2164)
(2455, 3918)
(3673, 4285)
(6922, 975)
(1578, 5127)
(3591, 4228)
(2844, 3468)
(208, 864)
(3606, 2756)
(3850, 4202)
(7549, 2652)
(2787, 1824)
(6776, 3325)
(2505, 5319)
(5979, 778)
(394, 4639)
(4939, 108)
(3984, 2716)
(5245, 3274)
(1921, 5220)
(4368, 1481)
(3878, 792)
(6766, 4303)
(3745, 1297)
(6434, 4721)
(5841, 4337)
(2945, 3187)
(5904, 3367)
(3615, 3493)
(3087, 1488)
(4768, 2742)
(7226, 4042)
(4256, 2522)
(4498, 1492)
(5847, 156)
(2997, 407)
(3269, 2299)
(7253, 2191)
(4054, 2198)
(10, 2275)
(7879, 3203)
(186, 3672)
(567, 2085)
(2932, 1437)
(3333, 5395)
(5724, 2356)
(2862, 1303)
(7282, 4322)
(5200, 5034)
(2806, 383)
(499, 371)
(1228, 1778)
(3895, 5233)
(428, 1268)
(7540, 4347)
(5999, 3556)
(4702, 2279)
(2815, 3332)
(948, 2865)
(5717, 4616)
(1066, 3430)
(7246, 1217)
(1472, 5088)
(6076, 1907)
(4761, 3810)
(2562, 2842)
(4432, 577)
(1805, 5423)
(7103, 4665)
(3554, 4991)
(5446, 1069)
(2152, 182)
(7841, 2045)
(6646, 4599)
(4997, 3892)
(6767, 2073)
(3797, 4993)
(2674, 3381)
(1130, 3325)
(7548, 2556)
(7149, 1381)
(6086, 3675)
(3919, 4427)
(3151, 3938)
(4518, 3085)
(5475, 3136)
(1483, 1252)
(834, 3560)
(1058, 3004)
(1022, 2272)
(4248, 3346)
(1774, 4163)
(7863, 1469)
(1692, 156)
(6176, 693)
(5131, 3739)
(5401, 5227)
(2996, 3291)
(3924, 2490)
(431, 1790)
(4946, 55)
(7761, 1059)
(2066, 1948)
(4322, 5109)
(1944, 2922)
(3674, 3055)
(5049, 446)
(4754, 843)
(6193, 4525)
(5046, 2585)
(4721, 1543)
(7491, 129)
(2557, 276)
(4373, 3438)
(7474, 273)
(1619, 509)
(4636, 909)
(2487, 4652)
(3107, 3023)
(416, 4378)
(7042, 5391)
(2472, 5039)
(3591, 2430)
(5782, 4580)
(5207, 5395)
(1589, 4741)
(3843, 4071)
(2815, 856)
(2692, 5305)
(4855, 5265)
(1366, 3428)
(4108, 1335)
(2228, 1621)
(7314, 285)
(3004, 5200)
(2807, 1496)
(1727, 3213)
(4647, 3974)
(791, 1907)
(4092, 4324)
(6184, 3843)
(6894, 164)
(4622, 982)
(4674, 1699)
(1834, 1674)
(2101, 3157)
(2332, 802)
(5931, 3664)
(3767, 985)
(6696, 2337)
(6151, 2709)
(3396, 178)
(851, 2011)
(1539, 803)
(1295, 1098)
(626, 3491)
(4930, 4589)
(1978, 3099)
(6155, 1978)
(602, 4776)
(4620, 4614)
(1531, 3302)
(5617, 1494)
(4727, 1596)
(700, 735)
(5613, 2277)
(5634, 3178)
(3302, 3218)
(7748, 2832)
(1329, 3841)
(3954, 880)
(7971, 2416)
(7267, 3689)
(4642, 3669)
(2263, 1298)
(5116, 3658)
(274, 3914)
(5369, 5222)
(5864, 5105)
(4903, 5342)
(4313, 2799)
(6165, 1031)
(6134, 2579)
(850, 232)
(924, 2364)
(6502, 678)
(4080, 914)
(1031, 4147)
(5982, 2669)
(547, 577)
(7599, 797)
(5335, 4805)
(5658, 4416)
(7619, 5431)
(601, 3165)
(7806, 1179)
(5714, 1694)
(4525, 4020)
(4461, 3367)
(6465, 4006)
(591, 836)
(3313, 3662)
(7825, 1988)
(6605, 1179)
(7505, 2640)
(1755, 2845)
(618, 1365)
(6396, 1059)
(6037, 3955)
(192, 485)
(2869, 1970)
(834, 2469)
(2693, 1091)
(1208, 1972)
(6030, 1973)
(148, 3514)
(2217, 3523)
(4067, 5090)
(850, 4918)
(346, 100)
(6265, 3360)
(5550, 3600)
(3977, 2328)
(3382, 5301)
(2624, 1132)
(2529, 3769)
(3183, 3181)
(4697, 938)
(5898, 2428)
(6793, 1427)
(6144, 1076)
(4440, 5070)
(2562, 5380)
(4558, 4654)
(5126, 2666)
(2811, 3043)
(3456, 2087)
(6523, 1238)
(4312, 1782)
(2248, 3405)
(3946, 1351)
(4616, 2070)
(1241, 1199)
(4508, 1524)
(7858, 4170)
(6896, 1767)
(1433, 700)
(6593, 631)
(6401, 4818)
(6573, 1213)
(1663, 2585)
(6794, 5066)
(1432, 811)
(3157, 3885)
(5119, 5278)
(3092, 1821)
(7269, 772)
(2509, 3031)
(6331, 1026)
(469, 2573)
(3384, 3221)
(4987, 282)
(4283, 5216)
(2244, 2781)
(6254, 1938)
(27, 4429)
(3699, 2032)
(3857, 196)
(1709, 2190)
(6742, 2274)
(3607, 3503)
(1395, 1277)
(7786, 3287)
(4951, 2622)
(6430, 1294)
(4092, 3247)
(7901, 3746)
(6976, 2666)
(6493, 2348)
(7672, 5324)
(1048, 2177)
(3194, 4313)
(3765, 4831)
(7950, 2877)
(1172, 4593)
(4928, 4341)
(118, 3167)
(3422, 2170)
(7330, 3957)
(1055, 1805)
(1184, 5288)
(4292, 3967)
(2601, 1542)
(1816, 4216)
(3850, 1961)
(3809, 2081)
(6152, 1124)
(613, 2401)
(2619, 2305)
(1710, 3552)
(7392, 4063)
(2417, 2750)
(564, 2047)
(1979, 3148)
(2839, 4546)
(766, 2713)
(338, 4477)
(7065, 2092)
(4176, 4943)
(7861, 4179)
(5626, 2846)
(6511, 1934)
(1945, 4506)
(7105, 2235)
(1771, 139)
(4292, 3228)
(3064, 3180)
(7549, 5334)
(70, 1673)
(549, 3565)
(3076, 4136)
(6377, 3230)
(2687, 798)
(1545, 3697)
(2641, 3661)
(3992, 8)
(6991, 5222)
(6608, 4601)
(729, 4084)
(4091, 918)
(1136, 1422)
(774, 1902)
(1324, 993)
(99, 14)
(3962, 1218)
(4463, 2461)
(3075, 2440)
(5334, 2005)
(481, 4585)
(274, 4191)
(4928, 2999)
(7503, 4454)
(2338, 1026)
(5506, 1629)
(1520, 4473)
(344, 1609)
(7951, 5035)
(2383, 1002)
(2260, 2765)
(3383, 5100)
(2728, 2880)
(6279, 147)
(3150, 1250)
(5050, 951)
(6053, 1875)
(6186, 4895)
(1390, 3707)
(2586, 3193)
(5350, 5119)
(3324, 2658)
(7776, 1426)
(6616, 2485)
(5627, 3861)
(429, 4237)
(7655, 3768)
(6103, 1220)
(3351, 549)
(3668, 3795)
(7688, 3144)
(966, 1215)
(2746, 3224)
(5310, 1207)
(866, 4877)
(403, 4479)
(6429, 4011)
(6065, 35)
(3391, 3581)
(7307, 2225)
(2903, 1579)
(3783, 5230)
(5444, 4763)
(7445, 3550)
(6393, 2796)
(7803, 4224)
(2761, 1545)
(5820, 1593)
(4105, 5092)
(66, 1171)
(1018, 4280)
(5137, 2855)
(1406, 3996)
(290, 1812)
(5125, 615)
(7740, 1909)
(4114, 1053)
(1046, 160)
(6066, 709)
(1886, 4816)
(2327, 2892)
(4979, 4417)
(6358, 3008)
(2877, 5326)
(7469, 4427)
(1721, 5296)
(3248, 3449)
(6159, 4745)
(3320, 3250)
(1753, 2311)
(6954, 4819)
(3169, 2284)
(7331, 3180)
(1618, 618)
(2705, 998)
(2842, 1956)
(871, 2206)
(6905, 4865)
(5692, 2074)
(3374, 3339)
(6999, 5420)
(7710, 1569)
(7866, 3424)
(1557, 3876)
(7440, 748)
(4826, 1299)
(5661, 2984)
(3607, 3982)
(7377, 5296)
(2415, 38)
(308, 2228)
(945, 2077)
(984, 644)
(1188, 1547)
(3984, 3897)
(7720, 372)
(1205, 2832)
(5436, 2486)
(132, 559)
(3786, 3919)
(5891, 4276)
(1558, 4786)
(4691, 721)
(7659, 688)
(2133, 953)
(4916, 623)
(4023, 4299)
(4901, 4934)
(7108, 4628)
(943, 3664)
(3972, 319)
(2530, 4493)
(2166, 415)
(1392, 882)
(2656, 162)
(3059, 756)
(2195, 833)
(5694, 2850)
(185, 1421)
(2184, 5397)
(3662, 3480)
(5821, 408)
(3643, 2881)
(92, 5332)
(5399, 2206)
(6902, 2420)
(4106, 2123)
(4044, 5093)
(2541, 5201)
(115, 4232)
(7539, 1487)
(5398, 3648)
(3701, 1824)
(1768, 5371)
(7366, 4805)
(3255, 3690)
(2197, 3150)
(4962, 3435)
(3312, 4419)
(1535, 4644)
(3982, 839)
(7695, 3869)
(4050, 780)
(5187, 773)
(7727, 1323)
(3616, 5335)
(5378, 4769)
(4194, 1166)
(4079, 1891)
(7505, 75)
(6670, 4)
(823, 5086)
(5235, 2224)
(7306, 257)
(5842, 3183)
(3218, 3904)
(5532, 2209)
(7974, 1311)
(2545, 2386)
(5578, 4158)
(5583, 2436)
(1923, 1703)
(5213, 1903)
(5675, 4764)
(4344, 3553)
(7596, 1067)
(7455, 1053)
(2149, 4550)
(4573, 4424)
(7705, 3436)
(36, 1212)
(4716, 841)
(2086, 1234)
(6553, 651)
(6746, 4384)
(375, 5053)
(5060, 1766)
(7939, 2063)
(1776, 2029)
(1141, 5013)
(538, 3337)
(4093, 574)
(7571, 5227)
(7899, 2514)
(1556, 5321)
(7647, 5107)
(535, 2211)
(7087, 3708)
(6514, 1625)
(1921, 4617)
(3900, 4957)
(6105, 5222)
(187, 2485)
(5666, 4371)
(63, 4429)
(3817, 3564)
(1866, 3119)
(6848, 2778)
(6634, 1001)
(3155, 4689)
(856, 235)
(2801, 3729)
(6221, 4435)
(1005, 534)
(4272, 1263)
(2515, 3399)
(6405, 4364)
(6443, 377)
(1173, 1619)
(187, 61)
(7284, 308)
(6537, 4657)
(3781, 5262)
(7248, 2800)
(217, 644)
(1043, 4751)
(7113, 2719)
(4148, 1367)
(3260, 1588)
(98, 1264)
(5487, 3224)
(6306, 5438)
(3752, 2559)
(1807, 5295)
(7758, 3348)
(5754, 2851)
(1765, 5222)
(7624, 4130)
(1702, 2979)
(6470, 309)
(1755, 5302)
(4727, 948)
(5969, 2966)
(1884, 4767)
(112, 593)
(6001, 5091)
(6035, 5045)
(6037, 1142)
(445, 5383)
(831, 3579)
(1556, 367)
(7107, 4654)
(3089, 4710)
(5821, 3822)
(4235, 3101)
(3487, 50)
(1835, 4622)
(691, 2785)
(3874, 2769)
(5098, 2780)
(214, 848)
(7117, 2505)
(1655, 2256)
(3444, 4743)
(7090, 4495)
(7004, 644)
(2407, 711)
(2138, 2430)
(4144, 2741)
(7226, 3326)
(4663, 1745)
(7275, 375)
(7913, 4672)
(5236, 769)
(7492, 4581)
(4327, 3259)
(7019, 2846)
(4004, 4065)
(4676, 1931)
(2145, 4460)
(5699, 1969)
(7528, 5430)
(764, 2701)
(7141, 1721)
(1500, 3485)
(6923, 2842)
(3969, 1249)
(4032, 4400)
(7499, 5406)
(1667, 4711)
(7827, 1987)
(3713, 1338)
(4444, 2548)
(3471, 1400)
(4275, 4885)
(1416, 2567)
(21, 4053)
(3130, 3237)
(2970, 2533)
(2698, 97)
(4476, 5169)
(1530, 4911)
(976, 4044)
(1631, 2280)
(5854, 5388)
(7096, 4337)
(1012, 4018)
(7928, 2866)
(6735, 4470)
(3984, 3106)
(6868, 3221)
(4359, 305)
(2383, 755)
(4392, 2739)
(150, 239)
(7230, 376)
(81, 5015)
(5489, 3435)
(5256, 1097)
(1992, 687)
(5548, 1949)
(7311, 5435)
(2485, 4780)
(4906, 2994)
(1646, 799)
(7624, 2586)
(5110, 502)
(123, 4556)
(1596, 5085)
(5864, 3477)
(4762, 3546)
(1043, 4818)
(2268, 4232)
(2282, 3294)
(4700, 1247)
(3859, 3525)
(7882, 65)
(2982, 4438)
(5735, 2650)
(1532, 1060)
(2759, 1473)
(5315, 5276)
(6964, 3392)
(6488, 1438)
(5576, 4939)
(4526, 375)
(7869, 2900)
(4195, 674)
(3543, 4387)
(7404, 969)
(5215, 1362)
(735, 2418)
(1528, 1070)
(7381, 102)
(6086, 3259)
(6913, 4864)
(3853, 729)
(2299, 807)
(2171, 5102)
(237, 353)
(874, 249)
(1205, 4826)
(4939, 533)
(3835, 5422)
(279, 1416)
(5183, 3462)
(3342, 5036)
(997, 2584)
(5129, 1502)
(1361, 2849)
(4988, 1966)
(2084, 3046)
(7678, 4272)
(6321, 4101)
(5859, 2668)
(2839, 771)
(3692, 912)
(5770, 2421)
(6712, 5029)
(1498, 4057)
(5003, 2897)
(1386, 2115)
(2422, 4070)
(6076, 3315)
(2006, 964)
(232, 627)
(5353, 1226)
(6504, 1034)
(3551, 5286)
(3680, 2092)
(2476, 791)
(4375, 120)
(4251, 3746)
(5378, 2718)
(3713, 1387)
(3101, 1011)
(4783, 1468)
(1558, 4241)
(1928, 4687)
(4358, 521)
(3547, 5116)
(6097, 3267)
(3065, 2774)
(1383, 15)
(1704, 1319)
(3724, 1235)
(147, 3899)
(2148, 4911)
(5956, 1273)
(5267, 4239)
(7933, 2182)
(1850, 1389)
(1782, 4437)
(3288, 447)
(6850, 3627)
(6684, 5096)
(2703, 4113)
(2591, 969)
(6340, 4561)
(1960, 2253)
(5565, 2660)
(933, 1991)
(5150, 3857)
(5740, 733)
(734, 3910)
(7830, 5159)
(1212, 5397)
(3330, 2605)
(5912, 5185)
(1149, 5368)
(3816, 15)
(7606, 1699)
(1246, 5194)
(7056, 2516)
(7749, 3772)
(3501, 4573)
(1193, 4820)
(205, 2419)
(2609, 3335)
(3278, 1650)
(5610, 1809)
(532, 810)
(7490, 571)
(1643, 881)
(5439, 3933)
(2025, 1955)
(7488, 966)
(1280, 839)
(3530, 5031)
(5646, 3450)
(1966, 214)
(7617, 368)
(6972, 2743)
(7766, 5180)
(5999, 1619)
(1251, 1786)
(7481, 1436)
(6482, 2198)
(4668, 274)
(4619, 2250)
(537, 3757)
(6346, 5391)
(1056, 1437)
(230, 5344)
(3805, 4419)
(509, 1521)
(2949, 2655)
(4208, 1421)
(3721, 1624)
(924, 192)
(7583, 4262)
(3410, 3047)
(3384, 641)
(4938, 1566)
(7116, 2724)
(2390, 3062)
(5460, 4833)
(5355, 4267)
(3268, 3904)
(7663, 4536)
(7157, 1839)
(5390, 4478)
(725, 4099)
(5353, 4715)
(2306, 3067)
(6864, 3936)
(2864, 3730)
(3214, 376)
(3747, 5331)
(2155, 4176)
(6271, 4353)
(2477, 4508)
(3011, 3776)
(2207, 1983)
(6878, 1596)
(7062, 5020)
(5603, 4619)
(3821, 718)
(3183, 4170)
(6928, 1960)
(4206, 564)
(5565, 967)
(610, 132)
(4016, 3074)
(3221, 3492)
(6106, 4240)
(1804, 2343)
(4151, 3157)
(5108, 877)
(6585, 5064)
(3967, 2107)
(458, 2758)
(2015, 310)
(815, 975)
(6807, 1193)
(1303, 1616)
(6293, 4438)
(3406, 1669)
(7409, 604)
(6254, 367)
(4258, 4654)
(3219, 3749)
(1810, 3680)
(4294, 4001)
(1235, 305)
(7914, 2563)
(825, 5372)
(2967, 3693)
(2337, 1330)
(1644, 378)
(3649, 3035)
(1134, 2285)
(3159, 3035)
(4455, 4497)
(2820, 1195)
(5777, 4623)
(7896, 2499)
(3761, 4501)
(2736, 1116)
(4897, 5304)
(6643, 3886)
(4118, 1782)
(4920, 680)
(6810, 100)
(4085, 4924)
(5011, 859)
(4974, 34)
(5367, 2143)
(762, 2312)
(3865, 758)
(6940, 3809)
(7220, 433)
(4638, 1345)
(923, 3909)
(454, 1510)
(3777, 2924)
(6382, 4487)
(1082, 243)
(6125, 658)
(6536, 2278)
(5572, 3305)
(5265, 89)
(7588, 1815)
(6957, 4970)
(7831, 153)
(370, 1746)
(2325, 912)
(5928, 3817)
(1684, 3138)
(6925, 1126)
(3992, 5153)
(4414, 3257)
(3878, 168)
(3657, 5194)
(7383, 4221)
(7296, 264)
(2306, 4357)
(6999, 2392)
(5494, 4884)
(6387, 504)
(5238, 3901)
(6144, 3840)
(4717, 2362)
(4686, 1486)
(1513, 1895)
(4437, 3929)
(5647, 479)
(1737, 358)
(1651, 555)
(1397, 3464)
(6193, 4108)
(6142, 2562)
(7306, 3922)
(4946, 4563)
(411, 1507)
(638, 3807)
(637, 3211)
(988, 1152)
(1097, 5273)
(7100, 1362)
(5425, 3881)
(4545, 3617)
(7727, 397)
(3035, 1293)
(6744, 1902)
(4796, 1049)
(7193, 4083)
(3877, 2238)
(6121, 3157)
(4893, 37)
(2890, 1764)
(4098, 4564)
(3894, 2914)
(4028, 2870)
(410, 3278)
(996, 1669)
(5222, 772)
(6382, 4907)
(3445, 1862)
(19, 123)
(470, 2024)
(3382, 726)
(3338, 4896)
(4573, 3612)
(3340, 5065)
(5883, 1827)
(4287, 538)
(1194, 3334)
(6524, 2119)
(947, 3489)
(6586, 2885)
(104, 2940)
(7627, 381)
(4615, 69)
(1992, 4358)
(6819, 2055)
(7084, 2814)
(7786, 4568)
(7836, 4002)
(6317, 4742)
(5151, 5185)
(5533, 4841)
(991, 245)
(1127, 3301)
(6554, 1384)
(3854, 4064)
(7901, 4805)
(3419, 5065)
(2929, 2879)
(4543, 3558)
(4149, 1937)
(1206, 4582)
(2730, 1160)
(5132, 1027)
(5887, 321)
(1110, 961)
(4511, 5355)
(5847, 1081)
(4018, 1902)
(6680, 4275)
(3019, 2959)
(4976, 1924)
(2347, 4224)
(671, 2567)
(2014, 1114)
(5276, 3410)
(1067, 1446)
(1610, 3915)
(4865, 2846)
(1516, 4065)
(2139, 839)
(6588, 2391)
(1524, 4674)
(4374, 2016)
(4384, 1805)
(2248, 5008)
(1071, 439)
(2724, 304)
(5917, 3802)
